,price
41792,206
2221,160
17570,80
45692,106
45274,20
18529,100
10268,225
10647,45
24334,157
36270,175
41508,170
9072,118
8842,50
9825,120
23349,98
5147,99
624,200
33694,125
1778,150
10570,299
31271,288
41462,130
11922,130
13996,130
6542,118
975,45
45986,145
33585,143
12079,156
32967,112
6508,93
25674,50
7235,37
24588,198
2953,80
27894,105
28170,103
22198,60
27488,41
34506,202
2059,200
29255,80
7886,150
44903,100
17390,225
31451,59
27719,133
23709,280
1124,155
35019,149
43723,60
32078,197
9982,110
4371,40
42150,175
8387,70
43610,65
15118,32
4713,44
34495,40
1640,199
24159,75
14298,85
27634,59
13963,79
34132,200
47842,260
9024,111
22706,54
43346,115
41653,35
20995,75
25096,88
22168,140
40544,233
42453,325
40699,85
5738,150
40091,50
24235,145
12947,99
34934,86
29200,120
35201,177
28825,75
23106,88
1237,36
42630,120
34683,59
45857,80
18998,120
4771,200
9028,89
12191,50
37829,79
17503,48
36565,42
13527,58
17314,70
44884,165
67,80
44863,85
27174,50
39926,20
20948,100
31486,75
43315,130
1611,95
33951,90
23489,80
13621,70
11194,115
14867,98
31337,85
39090,170
34556,100
43694,31
45373,250
27389,90
3167,175
35407,185
47332,159
20787,300
13337,55
22875,235
16370,105
8502,175
9815,75
37652,70
3286,220
4936,150
36972,180
10134,150
24179,28
26815,200
42115,75
36787,125
15248,57
3016,95
18871,154
39079,130
2522,115
18702,225
8537,75
11591,120
10,135
12795,180
44234,99
41176,33
30969,75
3890,50
5832,89
31043,65
7550,99
8968,35
31685,60
25310,80
35070,250
35374,70
37750,45
19809,48
5410,84
40916,275
42976,245
17800,57
7065,80
24606,70
17651,70
16699,225
32434,81
32984,100
20816,38
14375,171
34227,85
41802,105
31952,129
39412,150
25929,175
44556,250
9946,99
44572,175
9795,180
44667,159
38528,60
13192,100
28208,225
13162,249
44127,54
31864,118
12758,65
27641,100
22152,100
31553,129
44483,150
15777,79
33319,96
33451,90
6193,165
33220,60
15923,145
12770,39
23279,75
23930,69
47993,110
13266,140
2940,200
13108,120
1892,80
24279,49
45601,125
36241,90
15948,150
12599,68
13569,105
48417,33
3095,87
27902,43
16479,275
21077,75
1123,99
1288,250
20089,69
46376,300
12676,125
1677,80
19201,110
41255,299
20336,85
25629,175
19180,175
35906,150
48262,225
41510,95
47580,65
32656,200
3129,150
47810,150
14282,119
41025,49
27227,100
26657,275
46972,85
48795,125
7484,38
33899,55
43656,150
37081,42
42493,35
17713,41
2847,200
18500,70
26381,30
37408,45
4161,225
14141,40
48827,170
29306,85
8507,64
4691,128
29495,25
8785,200
10394,109
40746,135
10307,220
18087,90
6701,90
10932,52
29484,100
29710,250
15259,79
2010,120
10106,140
21304,110
19266,149
4010,149
39743,179
11846,50
2700,100
36793,90
31737,135
45235,75
4776,165
12884,80
28507,55
39375,100
24826,60
3842,59
39055,300
34594,63
7305,85
28188,75
14041,80
20664,150
14902,35
4027,210
46485,33
45361,45
30428,305
4051,250
19209,51
23672,120
29322,75
47493,45
7332,100
6313,172
20630,80
35267,214
33550,142
26646,250
35215,97
11797,180
23284,142
14639,150
39095,85
7327,90
8118,119
45607,93
28119,70
40616,71
43953,200
24756,55
739,99
19464,120
41336,80
12527,45
25141,90
24472,60
45878,35
15548,40
13783,75
39903,220
47281,100
18320,34
21438,115
42014,67
25719,59
42505,200
17661,95
19578,160
2220,59
46688,65
12353,40
25908,325
26196,75
19673,99
43257,219
42838,55
31526,255
22987,40
1219,160
44243,67
34196,50
10355,225
32317,65
6485,90
30175,34
36538,105
26049,40
25235,150
29888,115
8688,200
29674,49
8298,130
23772,27
8182,35
7279,27
43420,149
18869,150
38806,329
4617,175
9778,45
40110,125
40058,120
3564,250
45439,100
41428,244
30576,100
40852,65
16598,200
39295,150
37304,174
42751,135
2757,250
19355,180
36943,225
43899,75
4492,140
28297,65
35937,60
3232,40
43433,45
39662,50
40720,110
47746,180
35518,95
32493,250
32049,164
20326,49
26948,30
44690,182
22327,100
13707,69
28686,67
39608,89
14336,83
19658,55
24867,175
14824,133
12081,160
41120,200
34670,175
47270,34
5800,35
42652,220
30544,65
4600,62
5502,75
38413,250
4315,295
37869,100
5577,89
5065,95
35546,89
32840,105
21521,28
39233,50
16851,229
7810,246
19846,125
6686,95
17072,250
41758,150
48192,250
35227,120
1070,39
20274,131
42917,150
45643,220
769,127
3674,225
14246,90
24055,45
22651,180
44993,100
4932,110
44916,159
17898,70
25479,50
6286,150
38880,110
1827,100
6498,170
42139,175
6740,180
40817,100
2704,220
11224,200
40377,80
2239,159
14569,100
40034,200
6220,200
15877,225
7561,188
19318,85
18457,189
9649,80
35125,66
15044,170
34359,200
40344,69
31493,200
48846,37
3027,143
20279,165
47610,155
47603,295
806,140
31470,148
14801,159
2658,285
24839,65
44278,40
25537,120
44978,100
10856,123
16473,225
7266,199
36141,295
31419,60
3081,53
47220,100
23880,230
7733,95
13774,325
35661,100
20227,114
30579,34
455,200
2771,115
33164,100
40020,209
15810,35
31871,50
9386,65
28804,69
32632,69
45559,99
37730,75
4741,150
45800,145
20121,180
26081,58
25914,50
27114,70
47854,100
39005,98
24517,200
9845,175
29928,60
13497,90
44182,105
42188,85
29742,55
46874,58
9138,145
38902,55
30166,69
15141,239
31167,55
43695,75
44095,130
23291,99
2045,180
29962,250
13051,115
38912,125
3101,139
14561,54
2338,200
4330,250
30557,110
5617,160
29184,99
17677,110
14361,200
19547,170
24337,160
24148,139
35716,120
24836,120
30915,150
3296,80
26975,150
44432,50
46815,65
34220,40
42410,60
45890,150
35605,250
32050,90
748,250
21327,125
17729,55
5040,120
38002,99
8867,102
3323,275
15630,50
30609,60
4577,50
45293,99
27167,85
35883,90
32546,50
42575,93
47285,235
17737,99
4728,92
28134,142
31520,80
41057,30
13156,100
11644,180
1797,45
32444,80
39747,100
19043,90
747,34
1368,128
45667,200
17007,100
1691,95
9344,75
27277,120
41146,120
7632,99
6071,99
39838,250
26775,110
35530,60
43538,240
22852,99
11689,85
11981,50
10852,150
12424,70
16893,50
33129,70
34806,160
46058,57
20223,99
44347,311
42813,310
33048,59
33712,99
29895,125
19951,42
14759,85
17404,45
42302,40
41155,50
25904,159
30077,95
42476,175
37466,275
21000,99
17585,75
23472,50
15905,112
4066,45
21153,100
34075,60
26764,200
45973,88
16706,80
25521,50
37919,160
25032,80
19720,79
5493,130
48510,316
30187,87
8529,175
48123,125
24304,175
32334,35
41360,58
27440,100
7754,45
22783,200
47367,145
18336,250
45962,50
27347,84
45247,299
3108,215
43039,90
2251,83
13278,115
41387,230
29838,90
22321,105
31920,160
21688,100
31123,80
29759,150
8818,86
32095,52
14471,60
6929,130
38752,278
36121,330
45010,300
9453,175
41979,160
17766,185
43074,59
30425,99
25145,45
10475,55
13894,90
39876,60
48452,250
7666,50
33676,75
20873,200
18658,80
26033,50
8809,75
10960,95
4399,118
12579,125
19695,55
47327,80
37582,35
37255,38
20124,156
19231,120
26002,100
45587,99
1363,179
26748,295
36697,53
9984,64
47405,270
42296,150
2806,79
42670,70
11663,65
38247,50
27158,90
9681,88
44675,45
44484,128
36663,125
10213,70
4218,55
6445,75
23076,55
5318,225
13309,60
15749,50
29757,50
606,130
11159,160
19238,120
41197,99
15327,165
13869,58
41087,130
13964,90
29792,45
15850,100
30266,45
12572,59
26804,250
41018,110
5848,70
11785,130
24225,200
29620,78
8952,88
40059,59
16193,129
25718,150
14602,133
12434,68
17697,250
40713,50
4319,45
42877,200
44990,100
45201,65
38198,42
9141,100
25440,63
5783,200
34074,80
26585,50
3542,75
1763,75
10319,175
40146,215
32288,44
3315,142
47645,75
43215,62
45845,175
27013,180
46145,210
19616,89
22273,139
15416,249
12583,150
30210,45
45694,50
34431,140
43219,120
12042,139
4633,80
18770,90
31148,60
34451,99
1303,150
43782,34
10978,68
37605,202
36323,29
34168,90
13461,190
35063,239
27481,190
37290,85
5867,75
30515,55
15525,200
8449,145
27312,190
7049,250
19129,110
30623,100
21182,139
48025,48
41083,250
38366,107
2308,73
27468,40
7668,50
19371,99
37951,75
2819,35
13312,65
42054,150
39203,79
33169,156
48315,35
1037,275
43684,56
48893,55
35430,85
9398,130
18554,109
11973,99
7361,58
14513,180
6117,200
6436,145
32033,80
22097,71
38040,100
16570,50
33778,74
9339,110
4317,150
38985,50
18282,125
33498,150
19310,79
15465,175
3376,120
25562,66
28986,100
17402,115
34484,55
35194,300
25383,95
8015,200
36709,159
32219,295
20613,79
1821,199
26533,70
21954,125
3018,80
40591,45
29378,110
41273,48
48409,50
22289,48
31448,299
8922,200
7486,60
45135,45
26491,100
12101,100
32365,100
12883,199
16222,55
17831,38
10612,185
22494,50
19222,65
44541,230
27555,80
21239,40
5170,68
23205,53
41847,140
42266,165
40574,55
19883,50
47691,135
22013,199
35819,41
44247,189
37720,249
30433,40
26720,250
27033,30
20489,84
45908,220
23731,60
2478,300
7162,150
18316,170
34293,52
23016,94
11288,110
27100,60
42372,180
1450,90
18619,40
29577,170
40726,130
8310,125
39041,97
15307,65
16787,80
34029,86
7507,220
10707,100
20951,190
10025,112
27580,98
24677,60
385,110
24373,100
41917,43
11870,120
20103,35
29781,188
1980,58
19089,95
4752,129
24909,130
3930,100
18535,195
48669,165
44264,58
25700,64
28388,29
36703,69
6946,45
22553,65
28957,70
7168,150
29896,65
21488,65
8655,145
29799,60
28912,50
31552,150
29856,75
25024,100
42359,197
44491,75
15658,40
2590,225
20486,70
47403,135
10083,200
41309,100
20781,90
19076,70
32171,79
33807,100
9087,55
24295,91
19358,87
29304,208
15216,175
43912,85
11856,100
27083,100
1728,69
28605,175
42587,160
12808,90
16218,300
30738,160
14473,240
9755,99
3386,72
48223,139
839,85
37134,119
30154,50
46520,60
2024,170
20054,145
18754,80
13070,70
34699,250
31593,135
21667,90
23787,70
46755,119
36382,220
38495,70
27074,45
34916,170
38479,50
11531,53
48504,60
41333,250
14366,255
35555,50
37970,249
26440,299
3561,149
16272,69
7560,175
8455,300
46289,131
3762,120
286,140
32054,65
10003,75
35948,125
5836,150
24041,49
30165,113
31822,182
39858,160
43742,70
34063,119
129,120
38878,130
9273,55
46825,48
31713,95
19601,220
5699,50
22489,49
6385,109
5933,200
2510,160
26084,65
3661,180
7948,285
3034,184
26689,125
27469,58
45873,170
44619,187
26080,100
4906,90
16136,45
42197,65
40416,110
38203,50
9260,170
24972,279
22804,80
14430,45
32785,50
32915,115
48871,35
29964,29
38250,300
17210,85
36250,110
30999,95
35475,100
26495,40
36151,60
5043,125
15870,100
35316,175
12108,150
16391,95
14,120
36322,62
18246,100
34233,190
42189,80
34690,115
7845,175
6743,85
6413,125
34295,50
32884,275
21400,103
4036,150
14931,75
1104,100
44418,65
43028,169
25627,160
33325,43
30415,50
44158,130
24692,48
40343,50
10277,140
5777,50
19080,98
21822,55
9050,140
36964,244
43941,130
20473,25
13679,135
340,150
38941,42
43816,170
34628,225
23867,60
14082,219
8696,145
19879,119
7156,130
1668,55
39981,69
29115,65
33087,225
11834,90
14721,89
28821,170
11932,55
46050,80
18548,150
12936,39
29447,175
45290,100
41928,82
6903,65
28469,30
31757,199
27431,29
10193,130
18403,80
13796,80
41391,40
21357,91
31313,310
31145,44
14069,37
18165,238
41924,48
1704,165
38124,215
30192,50
19692,125
46946,275
30159,85
33574,199
12302,83
44130,59
11795,240
36636,275
39997,35
30084,135
10314,58
41951,90
40462,60
12490,65
31692,198
3182,200
17826,85
32347,200
16232,150
12378,218
5805,49
13859,85
12602,85
11258,110
7664,125
10360,105
17513,100
1559,69
1282,300
8472,50
32684,102
25974,50
13762,38
23111,60
46361,114
21712,98
20935,80
47383,60
8212,145
46470,55
7997,36
21338,35
13828,219
19680,39
37205,29
15596,80
23682,70
17456,112
15512,100
29438,100
10619,89
26857,235
15108,45
18422,55
3578,225
6341,180
27536,100
17631,74
22348,41
17606,130
20850,259
7079,80
42046,160
44160,90
26724,220
37681,60
22973,156
12188,145
11082,131
28,44
13698,120
25565,85
5490,140
44672,120
46232,140
16402,99
7127,60
13721,94
14159,34
4128,90
48097,164
24395,70
47496,130
26283,45
29216,130
17605,250
35094,204
23755,72
16817,90
44784,99
18924,199
23057,69
6550,155
30573,45
42244,140
47411,249
3012,90
43607,65
26913,79
47240,75
47394,300
4278,240
27532,200
29776,78
35836,285
5951,90
34260,80
10293,60
20405,135
31067,69
6473,225
31780,70
43152,250
48837,80
41207,190
18419,55
11676,100
11851,89
6549,100
43040,90
7970,250
29089,100
30836,187
32346,240
40088,50
16102,65
21063,61
4249,175
12257,175
47932,185
3678,65
22676,150
46687,90
4078,150
32579,115
47667,323
34508,239
28057,99
46604,180
19501,275
18344,180
11065,70
32815,42
34106,87
11386,70
44872,28
19691,99
44474,259
17638,75
7584,120
37660,150
44937,38
36752,35
136,77
48838,70
21572,300
27611,175
42027,275
13809,90
24450,180
40142,35
5879,199
21346,85
7471,65
48549,65
38095,109
7993,50
6693,85
40869,80
35399,175
35549,75
38278,112
19022,188
39497,40
250,37
31509,265
5168,129
7859,70
37011,38
4884,38
9485,200
21840,54
7573,69
7729,249
46960,90
26186,47
32689,140
8759,47
3289,170
34910,43
31107,199
8542,49
34507,287
21452,98
15768,46
42750,130
28182,71
43641,300
23323,80
33074,60
13650,60
3987,90
36917,300
35082,75
15736,150
21071,120
42555,82
23999,80
20181,76
13535,55
26384,120
13135,125
41417,229
1074,200
17145,185
2609,220
5671,77
30414,65
18560,199
10505,79
28092,50
7150,95
46320,150
8388,140
12035,139
10641,250
34723,89
38219,195
15455,56
11323,150
2390,200
30688,250
1312,133
476,60
44235,37
21532,160
43083,45
15071,70
37735,40
42870,166
9460,140
11706,295
20324,90
38139,50
17640,144
18435,330
33527,120
29012,299
37455,115
16110,150
46701,66
39296,55
24303,250
16407,150
48316,55
18241,60
19794,295
12344,245
46189,40
21963,60
29107,80
10442,100
17917,100
36164,50
46229,86
1708,90
37925,70
25614,150
28856,80
26044,55
44914,199
39371,133
17721,75
30762,85
4551,171
10884,35
22789,100
43848,35
29294,100
47169,99
37773,233
36550,120
11982,80
6078,80
35024,185
35057,150
35634,149
44172,45
26544,79
13395,179
8442,45
11286,125
16561,60
46307,150
37758,314
15099,175
25463,85
15337,50
37328,140
2762,220
19245,150
9442,80
44551,135
22192,125
9326,100
13813,319
32582,43
28665,175
10071,32
27372,48
20822,260
39096,150
6569,239
39100,31
24691,69
23366,96
1135,125
1794,85
41808,76
43501,140
37799,199
17645,65
18267,55
23223,50
7881,60
3999,100
18445,74
20987,47
28292,60
43947,200
10980,135
30954,55
3252,130
13423,125
6306,55
17927,50
17628,110
4629,45
14399,90
47291,275
46478,37
47426,249
4494,200
26769,35
37059,68
32756,100
14443,40
45018,100
27627,99
35285,199
6399,120
8486,65
3155,120
2902,104
44,150
36027,89
33766,62
13538,165
9635,150
34591,35
37732,137
36104,55
5940,39
37578,310
13118,180
25964,135
24200,50
14086,149
17229,170
4308,119
20214,72
47022,60
2361,100
26110,145
28334,51
22385,90
12402,250
44868,40
21140,119
30681,50
40984,60
6842,85
41092,128
31666,250
16686,175
1656,200
35453,275
29329,125
17127,35
30543,175
29448,100
27882,45
2249,60
5158,100
30177,68
15578,70
11328,170
37155,60
38644,180
34164,250
3416,250
36936,100
13623,60
21601,170
39534,66
21930,80
9743,145
15006,85
22541,100
22371,35
38266,199
42271,59
45931,75
30717,100
29165,199
4918,125
33300,59
9533,120
37880,98
18864,55
43768,85
42041,115
33405,300
12469,85
22590,69
37918,85
8345,100
39526,72
16089,315
10237,239
12146,42
32094,80
42809,300
25837,85
16945,69
37138,80
43494,150
16973,200
27237,67
30021,67
26401,280
27088,60
45113,299
29600,85
48353,70
27069,80
41052,90
13167,86
31455,139
11751,225
26243,330
48488,30
22826,135
7362,142
8155,83
41687,80
34128,200
28411,105
190,275
34993,60
5072,260
21317,99
5786,199
36996,36
19880,60
6787,125
22867,175
19391,120
10117,120
31409,175
38470,135
11269,100
13436,35
43156,40
12278,325
25775,83
14461,65
14654,60
28148,90
26809,130
9281,250
26881,80
47109,168
11443,50
32954,90
30409,50
12836,50
12095,108
25611,65
12173,110
45522,52
34021,53
46652,189
43094,55
12984,85
47648,50
44092,75
18319,125
43120,109
14119,110
16349,50
13506,118
40931,65
22108,127
12335,80
23166,69
24483,150
1565,175
37650,158
23337,48
22546,50
44979,100
17453,295
40426,85
96,140
32532,55
40583,130
29967,31
44792,145
27434,219
26416,240
1429,263
12323,66
5034,69
24927,32
46785,120
5717,99
25340,45
45080,100
9881,65
36362,60
38924,42
26153,75
42474,90
10820,250
1841,121
18115,60
21256,84
8082,129
17784,99
35653,28
6016,56
22087,229
13215,150
45703,268
42407,325
13646,40
4042,95
39800,70
1493,141
697,139
34933,185
20728,180
4899,155
36561,69
43866,75
8185,60
31399,120
31433,175
41196,110
42314,58
47570,225
32117,130
38689,238
41322,290
1204,125
46933,89
12229,280
17851,103
42011,90
2408,80
31929,215
1766,115
43332,35
38393,50
19753,69
13594,63
17234,90
39731,153
1238,250
38854,250
48638,80
25643,72
45868,80
41193,62
39555,65
18806,180
15899,100
7576,118
36530,90
15712,80
7552,125
1632,97
10055,182
16897,169
25704,100
29159,120
42563,319
14543,110
43369,90
12696,250
24628,170
24460,100
44745,69
35843,145
16341,52
13927,120
46718,94
17489,140
36499,69
29648,130
4524,250
9169,45
37125,240
35193,50
22223,65
22294,45
2820,51
31482,300
43455,45
40626,75
44455,135
35714,145
17166,110
36863,249
26865,70
7403,80
29307,250
39351,55
7244,175
39393,110
25425,150
22580,69
9372,85
30095,100
10322,60
42126,150
5466,155
11257,63
15249,120
45483,120
48650,49
2774,67
26511,130
10938,149
37223,60
24244,130
10490,129
37927,99
31368,220
18791,75
10183,80
18301,40
42598,50
46618,150
45289,75
21727,245
30588,153
17684,270
17987,65
40298,50
19221,160
36067,55
31466,99
44503,129
6519,55
23193,100
35520,48
37985,100
4079,129
28619,195
5118,150
12767,45
43214,90
4437,93
4772,88
28147,149
2849,99
38743,45
17758,120
45374,269
46731,177
11714,145
6527,50
24026,55
33864,48
23096,200
542,99
14593,199
27394,120
46633,75
12334,110
31138,180
9878,250
965,70
18788,60
5876,53
29034,100
5300,45
26215,140
9670,100
42654,39
13844,50
41116,60
14632,150
20126,65
5621,84
38013,175
19835,225
30130,200
7798,275
27796,230
16455,50
30618,49
16990,70
2587,90
44280,150
18547,149
19580,40
9859,247
14021,22
44441,199
36363,60
30057,30
24116,50
12192,70
9661,200
21946,100
6888,99
7423,145
29975,85
37490,200
39853,200
7718,75
10173,90
38209,66
6098,175
10273,120
18756,140
23278,49
46915,119
32072,99
25547,115
7966,50
18351,58
39374,40
40004,300
84,94
4687,150
44367,33
42553,42
40207,200
45737,250
16288,81
14806,40
12288,50
10127,63
7519,180
26692,86
24180,60
41459,220
29308,28
46753,129
28563,125
15322,35
20887,100
21627,79
41420,85
46102,294
43481,65
31842,125
5895,45
27595,150
5457,150
3104,295
37124,70
40530,65
24810,135
8989,93
8003,120
42864,125
9688,50
35413,80
46956,55
41943,160
33245,65
39550,185
30134,60
30152,35
38895,179
19057,35
39078,75
22907,120
25264,95
30589,120
8616,50
21066,99
15632,135
15094,90
47429,101
31154,58
31183,58
7613,65
1390,115
48272,179
38160,75
20307,200
28949,125
44927,90
46590,270
9451,100
1383,45
47425,120
40941,31
33890,129
5162,160
4866,149
28430,250
20623,250
37999,170
8615,40
34033,140
11255,65
17175,65
33275,100
45974,20
1421,160
21733,20
38684,302
32719,52
40717,129
37554,125
9695,180
31586,250
27596,150
6309,250
25712,49
344,150
2935,75
44394,199
40684,125
10767,80
10955,70
24625,200
5203,100
28866,50
26552,300
46077,190
34449,50
23264,79
10610,90
10411,100
37968,200
32471,95
32295,50
33293,55
42943,125
12991,79
47944,50
30201,73
29587,66
15972,80
36918,150
36160,65
26419,50
32447,236
39956,55
20272,50
23409,200
21726,31
39052,120
19517,110
40417,100
37359,30
46777,108
9542,40
2682,144
48067,120
2606,219
16823,45
42101,42
8248,185
41189,150
34774,142
6164,150
13936,70
34116,40
2060,77
23993,75
29887,27
40901,70
16241,150
18029,155
33731,97
46428,330
21020,64
40238,70
31222,50
11539,129
26258,60
42238,62
17526,45
22904,199
25123,150
35426,169
1247,280
4800,110
30033,75
9932,175
33215,75
25074,45
34868,70
32224,75
37097,185
6830,159
16277,250
8684,197
26302,134
44406,219
9371,55
30838,179
39195,55
5947,66
40323,110
48631,39
7035,96
41141,45
2661,210
22155,47
27289,32
39718,93
6881,55
42664,180
14900,130
23565,99
32256,70
45435,100
2866,194
23511,119
18911,259
48498,95
17702,150
43176,72
44461,40
22019,50
1213,95
23388,88
2494,55
6141,130
36221,125
44983,100
30759,195
20771,165
15871,99
27045,90
27649,52
9565,80
8800,55
44905,178
27265,71
7151,150
529,65
38499,75
45491,85
7872,100
20871,50
11091,29
26787,200
19220,65
32332,45
12359,100
46078,100
23949,250
4124,125
11793,95
15601,60
15668,250
23233,150
40360,200
17909,106
47416,45
7369,193
40351,200
22983,60
48058,115
40844,69
35422,150
14638,110
39847,85
21567,185
38359,230
38995,185
40022,300
6808,225
6044,239
917,95
9957,79
1842,89
40010,80
11745,139
24924,26
37498,150
26287,131
48148,300
41989,205
26840,49
15253,49
24722,40
48007,135
6470,125
35880,125
26253,103
21757,85
48745,198
1284,220
36870,90
38653,60
39259,190
19729,70
46214,124
15581,150
12513,50
2797,55
17438,45
33488,110
31937,75
28434,120
27581,120
3516,275
48773,46
25290,124
42007,202
40908,130
21480,30
11132,150
42121,180
24656,175
36884,45
41931,37
2548,235
22874,125
41721,50
38550,190
30735,70
36359,30
31496,75
38078,60
14344,154
22814,70
3917,112
12462,75
15272,88
33478,220
5033,80
16204,245
42745,45
17071,175
9621,60
39448,77
19182,77
30014,62
12688,250
18088,150
31187,288
22644,250
8132,99
38788,184
11435,70
16896,149
17020,75
32801,170
16348,70
34616,264
34651,160
39976,75
28342,100
11453,85
22569,168
30534,250
28600,195
5084,110
36045,69
22985,36
35759,98
32899,200
21183,100
3256,37
5338,200
36674,200
4461,93
38363,175
24484,170
32681,95
31938,140
13760,47
17750,106
25996,50
22206,47
48466,100
48615,150
5431,275
20427,55
21947,90
9324,140
46622,120
17208,120
36698,43
23406,200
11378,115
2432,55
43576,70
38628,225
3450,80
7509,99
26333,150
8158,140
23872,32
31632,121
3609,130
40464,179
38291,70
46745,78
36874,75
13400,50
7656,80
13085,160
16736,60
1086,174
29821,35
3580,170
33573,120
11124,275
32555,60
13043,190
20449,65
32008,225
39316,65
46180,300
21144,35
5272,124
15014,78
48197,78
8746,275
10358,115
33124,156
1285,121
6376,325
17355,50
22266,150
32530,115
39885,183
18758,100
27535,82
17159,85
47909,80
47588,159
16583,250
43511,105
10013,215
15622,275
31247,60
15986,165
37203,135
29711,66
21924,45
15989,200
25546,80
28529,150
42080,249
46357,71
44975,100
21565,85
11608,88
17496,75
7768,65
42431,65
4753,125
20886,35
9570,35
16716,55
590,150
39656,100
15669,136
48403,199
41260,70
8073,109
18051,23
43174,120
44649,85
40455,130
23257,55
44565,168
28626,60
40449,100
46135,150
12700,149
22808,49
42741,90
1943,120
30464,165
30038,160
30700,200
19706,115
21755,50
7366,185
36125,195
34420,60
39973,46
15524,82
34830,165
1816,99
14161,199
22519,134
8725,150
40295,50
4542,75
27960,41
10560,120
29453,185
28905,71
39844,130
24446,45
41558,136
43573,65
29606,50
44042,314
40833,70
16664,60
25089,45
11433,60
44521,51
25783,67
5919,210
34912,172
43204,38
47920,120
44024,225
15501,85
33711,270
22449,189
41008,65
16364,38
5205,95
33081,230
13739,200
36113,57
19649,59
27003,49
21300,99
7242,159
43351,334
18352,149
12677,100
6734,99
5571,45
26101,50
22623,200
44434,50
26355,111
31652,140
20484,159
16397,75
22078,45
15947,200
7364,136
30344,60
17633,52
39399,150
12386,265
38175,55
40126,70
35449,40
10924,85
392,200
47326,125
18549,100
19480,69
17604,165
29813,189
29761,58
36736,150
413,64
36781,62
36728,60
31177,53
38208,60
17467,69
25764,200
19506,110
38180,111
40845,48
47881,225
28733,125
44626,140
39067,70
2063,199
23473,218
28786,225
3583,106
27970,245
46981,280
46498,79
25237,122
43659,89
22056,65
4557,70
3617,99
46016,79
20974,70
30605,50
28160,51
35709,150
16556,150
7034,150
41646,260
10669,120
12239,40
3152,173
11210,60
41179,30
15974,67
10058,175
9232,160
16953,70
28287,299
41932,115
37533,215
25030,75
48063,80
43510,150
28696,239
6807,42
4705,220
20106,85
10802,300
41118,61
43957,50
30470,60
8950,244
31151,99
42496,200
1468,79
20933,185
1331,120
35167,160
4673,60
47385,150
19185,128
45851,248
32862,45
21722,69
28480,100
35561,60
43389,150
33044,85
26340,225
1084,65
23073,60
20994,80
8620,80
41213,35
36900,99
27575,50
8539,90
34653,139
35924,150
46136,68
24726,125
21478,175
36702,85
48372,200
17439,65
29546,130
35832,40
47014,50
24987,198
11868,82
18190,199
37398,40
40966,60
9143,195
44321,70
34458,35
19468,145
40843,80
46669,82
37770,175
41410,228
1008,300
3891,75
7415,135
37939,24
45229,180
18357,130
7316,250
11010,55
17424,119
2794,40
45858,130
38634,119
186,120
39070,45
37662,170
8683,150
28207,200
41253,100
47876,122
10008,77
7267,100
36724,65
19187,305
41826,40
35958,50
34190,315
11253,130
41479,235
7183,60
9186,240
23836,100
21531,175
4630,89
21214,40
26481,55
3719,300
17280,120
41491,150
1695,105
30668,150
26029,125
26325,90
48031,75
6139,150
24561,300
34682,106
39423,70
30643,100
25536,58
34845,160
21221,140
16704,40
18202,110
10078,175
45143,170
35562,119
29369,111
31747,79
26580,35
47781,35
4827,140
2324,40
2888,135
46611,125
1503,167
23126,52
7047,50
9979,59
48280,125
37858,98
31009,199
32518,65
68,275
11195,70
35761,55
14381,36
27362,52
13745,110
30517,240
4591,120
9753,60
2637,199
17346,125
26676,44
26091,80
37315,120
13720,260
26473,130
11114,135
6053,64
2668,80
25612,50
5250,200
18483,65
21193,130
31755,85
22017,200
15293,110
26378,245
7702,150
28183,60
32659,138
11163,149
47891,135
20584,40
39185,125
18625,295
27301,75
46399,55
36460,50
19869,250
47295,100
36998,160
27052,40
20339,85
6924,99
17690,89
18552,50
26879,80
13776,50
22141,79
26432,76
8738,55
42584,40
28941,80
2240,221
46250,70
46529,150
38597,200
38294,229
8220,150
7508,135
21718,249
424,145
40391,70
21876,190
23165,195
6678,149
6422,125
37266,211
9175,120
16809,88
27999,40
14221,39
9545,150
35441,244
2016,150
8227,140
14728,250
14904,60
16944,101
34195,65
19928,200
4511,83
30248,50
1017,275
4125,100
19730,70
44288,200
8887,130
2256,175
36380,80
33591,68
27268,80
20267,58
35298,150
47083,46
37082,150
15767,90
35177,140
43124,50
4892,100
13466,129
8284,280
16590,75
14917,95
38673,276
34410,45
27459,120
9392,98
5973,110
18793,50
47779,180
27985,195
4333,149
5594,65
19986,110
1973,68
38541,149
40373,135
23543,170
27359,150
40732,80
34518,75
39425,95
13882,68
44055,69
4212,135
28085,40
34320,75
2655,275
15696,119
36414,90
13579,230
43092,85
22860,43
22894,198
1326,150
33462,190
8587,130
13042,50
580,199
28320,186
47689,90
29289,96
3534,300
39146,43
28206,80
46510,250
6050,200
44323,70
39904,80
36279,90
40440,68
47742,80
2731,73
48163,90
38801,314
3268,200
28328,49
22798,170
21906,100
11694,125
48742,90
39050,65
46795,88
36821,90
13410,90
3414,50
11566,60
10908,50
14837,99
40234,33
33068,82
28740,85
27579,78
18470,189
32889,184
26624,120
26314,250
4197,200
6301,129
39611,185
45684,150
24572,100
26348,58
25081,34
5873,80
40233,99
23980,125
45445,80
16772,100
25403,55
19755,62
13110,55
14140,50
6114,225
22166,141
33122,163
15853,30
17063,161
23640,42
4661,68
32750,75
38714,211
47830,249
32515,195
45224,240
48493,105
731,147
38263,100
8141,50
17997,100
33867,110
31289,130
